,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,FILENAME,OBJECT,FILTER,IMAGETYP,DATE-OBS,EXP-TIME,JD
168,168.0,168.0,168.0,229.0,LDST_250430-0010_HALPHA.fit,LDST_250430,H_alpha,LIGHT,2025-04-30T21:27:09.54,,2460796.3938604165
169,169.0,169.0,169.0,186.0,reduced_M82_H_alpha_85.fits,M82,H_alpha,REDUCED,2025-04-30T21:27:09.54,,2460796.3938604165
170,170.0,170.0,170.0,126.0,LDST_250430-0011_R.fit,LDST_250430,R*,LIGHT,2025-04-30T21:32:37.55,,2460796.3976568286
171,171.0,171.0,171.0,231.0,reduced_M82_R*_86.fits,M82,R*,REDUCED,2025-04-30T21:32:37.55,,2460796.3976568286
172,172.0,172.0,172.0,272.0,registered_M82_R*_220.fits,M82,R*,REGISTERED,2025-04-30T21:32:37.55,,2460796.3976568286
173,173.0,173.0,173.0,355.0,registered_M82_G*_221.fits,M82,G*,REGISTERED,2025-04-30T21:33:41.81,,2460796.398400578
174,174.0,174.0,174.0,449.0,reduced_M82_G*_87.fits,M82,G*,REDUCED,2025-04-30T21:33:41.81,,2460796.398400578
175,175.0,175.0,175.0,94.0,LDST_250430-0011_G.fit,LDST_250430,G*,LIGHT,2025-04-30T21:33:41.81,,2460796.398400578
176,176.0,176.0,176.0,414.0,reduced_M82_B*_88.fits,M82,B*,REDUCED,2025-04-30T21:34:45.99,,2460796.399143403
177,177.0,177.0,177.0,77.0,registered_M82_B*_222.fits,M82,B*,REGISTERED,2025-04-30T21:34:45.99,,2460796.399143403
178,178.0,178.0,178.0,305.0,LDST_250430-0011_B.fit,LDST_250430,B*,LIGHT,2025-04-30T21:34:45.99,,2460796.399143403
179,179.0,179.0,179.0,335.0,registered_M82_H_alpha_223.fits,M82,H_alpha,REGISTERED,2025-04-30T21:35:50.16,,2460796.399886112
180,180.0,180.0,180.0,228.0,reduced_M82_H_alpha_89.fits,M82,H_alpha,REDUCED,2025-04-30T21:35:50.16,,2460796.399886112
181,181.0,181.0,181.0,291.0,LDST_250430-0011_HALPHA.fit,LDST_250430,H_alpha,LIGHT,2025-04-30T21:35:50.16,,2460796.399886112
182,182.0,182.0,182.0,210.0,LDST_250430-0001_RSTAR.fit,LDST_250430,R*,LIGHT,2025-04-30T21:55:39.16,,2460796.413647685
183,183.0,183.0,183.0,328.0,reduced_M82_R*_90.fits,M82,R*,REDUCED,2025-04-30T21:55:39.16,,2460796.413647685
184,184.0,184.0,184.0,17.0,LDST_250430-0001_GSTAR.fit,LDST_250430,G*,LIGHT,2025-04-30T21:56:23.47,,2460796.4141605324
185,185.0,185.0,185.0,68.0,reduced_M82_G*_91.fits,M82,G*,REDUCED,2025-04-30T21:56:23.47,,2460796.4141605324
186,186.0,186.0,186.0,19.0,reduced_M82_B*_92.fits,M82,B*,REDUCED,2025-04-30T21:57:07.74,,2460796.4146729168
187,187.0,187.0,187.0,234.0,LDST_250430-0001_BSTAR.fit,LDST_250430,B*,LIGHT,2025-04-30T21:57:07.74,,2460796.4146729168
188,188.0,188.0,188.0,217.0,LDST_250430-0001_HALPHASTAR.fit,LDST_250430,H_alpha,LIGHT,2025-04-30T21:57:51.97,,2460796.4151848378
189,189.0,189.0,189.0,336.0,reduced_M82_H_alpha_93.fits,M82,H_alpha,REDUCED,2025-04-30T21:57:51.97,,2460796.4151848378
190,190.0,190.0,190.0,298.0,reduced_M82_R*_94.fits,M82,R*,REDUCED,2025-04-30T21:58:41.81,,2460796.4157616897
191,191.0,191.0,191.0,260.0,LDST_250430-0002_RSTAR.fit,LDST_250430,R*,LIGHT,2025-04-30T21:58:41.81,,2460796.4157616897
192,192.0,192.0,192.0,29.0,LDST_250430-0002_GSTAR.fit,LDST_250430,G*,LIGHT,2025-04-30T21:59:26.03,,2460796.416273495
193,193.0,193.0,193.0,107.0,reduced_M82_G*_95.fits,M82,G*,REDUCED,2025-04-30T21:59:26.03,,2460796.416273495
194,194.0,194.0,194.0,49.0,reduced_M82_B*_96.fits,M82,B*,REDUCED,2025-04-30T22:00:10.36,,2460796.4167865743
195,195.0,195.0,195.0,250.0,LDST_250430-0002_BSTAR.fit,LDST_250430,B*,LIGHT,2025-04-30T22:00:10.36,,2460796.4167865743
196,196.0,196.0,196.0,377.0,reduced_M82_H_alpha_97.fits,M82,H_alpha,REDUCED,2025-04-30T22:00:54.38,,2460796.417296065
197,197.0,197.0,197.0,453.0,LDST_250430-0002_HALPHASTAR.fit,LDST_250430,H_alpha,LIGHT,2025-04-30T22:00:54.38,,2460796.417296065
198,198.0,198.0,198.0,244.0,LDST_250430-0003_RSTAR.fit,LDST_250430,R*,LIGHT,2025-04-30T22:01:40.14,,2460796.4178256947
199,199.0,199.0,199.0,384.0,reduced_M82_R*_98.fits,M82,R*,REDUCED,2025-04-30T22:01:40.14,,2460796.4178256947
200,200.0,200.0,200.0,9.0,reduced_M82_G*_99.fits,M82,G*,REDUCED,2025-04-30T22:02:24.42,,2460796.4183381945
201,201.0,201.0,201.0,48.0,LDST_250430-0003_GSTAR.fit,LDST_250430,G*,LIGHT,2025-04-30T22:02:24.42,,2460796.4183381945
202,202.0,202.0,202.0,269.0,LDST_250430-0003_BSTAR.fit,LDST_250430,B*,LIGHT,2025-04-30T22:03:08.73,,2460796.4188510417
203,203.0,203.0,203.0,172.0,reduced_M82_B*_100.fits,M82,B*,REDUCED,2025-04-30T22:03:08.73,,2460796.4188510417
204,204.0,204.0,204.0,50.0,reduced_M82_H_alpha_101.fits,M82,H_alpha,REDUCED,2025-04-30T22:03:52.94,,2460796.419362732
205,205.0,205.0,205.0,110.0,LDST_250430-0003_HALPHASTAR.fit,LDST_250430,H_alpha,LIGHT,2025-04-30T22:03:52.94,,2460796.419362732
206,206.0,206.0,206.0,12.0,reduced_M82_R*_102.fits,M82,R*,REDUCED,2025-04-30T22:04:38.58,,2460796.4198909723
207,207.0,207.0,207.0,168.0,LDST_250430-0004_RSTAR.fit,LDST_250430,R*,LIGHT,2025-04-30T22:04:38.58,,2460796.4198909723
208,208.0,208.0,208.0,463.0,reduced_M82_G*_103.fits,M82,G*,REDUCED,2025-04-30T22:05:22.76,,2460796.420402315
209,209.0,209.0,209.0,73.0,LDST_250430-0004_GSTAR.fit,LDST_250430,G*,LIGHT,2025-04-30T22:05:22.76,,2460796.420402315
210,210.0,210.0,210.0,145.0,LDST_250430-0004_BSTAR.fit,LDST_250430,B*,LIGHT,2025-04-30T22:06:07.10,,2460796.420915509
211,211.0,211.0,211.0,147.0,reduced_M82_B*_104.fits,M82,B*,REDUCED,2025-04-30T22:06:07.10,,2460796.420915509
212,212.0,212.0,212.0,20.0,reduced_M82_H_alpha_105.fits,M82,H_alpha,REDUCED,2025-04-30T22:06:51.19,,2460796.42142581
213,213.0,213.0,213.0,62.0,LDST_250430-0004_HALPHASTAR.fit,LDST_250430,H_alpha,LIGHT,2025-04-30T22:06:51.19,,2460796.42142581
214,214.0,214.0,214.0,154.0,LDST_250430-0005_RSTAR.fit,LDST_250430,R*,LIGHT,2025-04-30T22:07:36.74,,2460796.421953009
215,215.0,215.0,215.0,55.0,reduced_M82_R*_106.fits,M82,R*,REDUCED,2025-04-30T22:07:36.74,,2460796.421953009
216,216.0,216.0,216.0,424.0,reduced_M82_G*_107.fits,M82,G*,REDUCED,2025-04-30T22:08:21.11,,2460796.422466551
217,217.0,217.0,217.0,91.0,LDST_250430-0005_GSTAR.fit,LDST_250430,G*,LIGHT,2025-04-30T22:08:21.11,,2460796.422466551
218,218.0,218.0,218.0,256.0,reduced_M82_B*_108.fits,M82,B*,REDUCED,2025-04-30T22:09:05.22,,2460796.422977084
219,219.0,219.0,219.0,159.0,LDST_250430-0005_BSTAR.fit,LDST_250430,B*,LIGHT,2025-04-30T22:09:05.22,,2460796.422977084
220,220.0,220.0,220.0,401.0,LDST_250430-0005_HALPHASTAR.fit,LDST_250430,H_alpha,LIGHT,2025-04-30T22:09:49.39,,2460796.42348831
221,221.0,221.0,221.0,104.0,reduced_M82_H_alpha_109.fits,M82,H_alpha,REDUCED,2025-04-30T22:09:49.39,,2460796.42348831
222,222.0,222.0,222.0,483.0,reduced_M82_R*_110.fits,M82,R*,REDUCED,2025-04-30T22:10:35.09,,2460796.4240172454
223,223.0,223.0,223.0,202.0,LDST_250430-0006_RSTAR.fit,LDST_250430,R*,LIGHT,2025-04-30T22:10:35.09,,2460796.4240172454
224,224.0,224.0,224.0,129.0,reduced_M82_G*_111.fits,M82,G*,REDUCED,2025-04-30T22:11:19.34,,2460796.4245293983
225,225.0,225.0,225.0,113.0,LDST_250430-0006_GSTAR.fit,LDST_250430,G*,LIGHT,2025-04-30T22:11:19.34,,2460796.4245293983
226,226.0,226.0,226.0,174.0,LDST_250430-0006_BSTAR.fit,LDST_250430,B*,LIGHT,2025-04-30T22:12:03.70,,2460796.425042824
227,227.0,227.0,227.0,365.0,reduced_M82_B*_112.fits,M82,B*,REDUCED,2025-04-30T22:12:03.70,,2460796.425042824
228,228.0,228.0,228.0,243.0,LDST_250430-0006_HALPHASTAR.fit,LDST_250430,H_alpha,LIGHT,2025-04-30T22:12:47.89,,2460796.4255542825
229,229.0,229.0,229.0,514.0,reduced_M82_H_alpha_113.fits,M82,H_alpha,REDUCED,2025-04-30T22:12:47.89,,2460796.4255542825
230,230.0,230.0,230.0,519.0,reduced_M82_R*_114.fits,M82,R*,REDUCED,2025-04-30T22:17:13.55,,2460796.428629051
231,231.0,231.0,231.0,179.0,LDST_250430-0007_RSTAR.fit,LDST_250430,R*,LIGHT,2025-04-30T22:17:13.55,,2460796.428629051
232,232.0,232.0,232.0,133.0,LDST_250430-0007_GSTAR.fit,LDST_250430,G*,LIGHT,2025-04-30T22:17:57.80,,2460796.429141204
233,233.0,233.0,233.0,84.0,reduced_M82_G*_115.fits,M82,G*,REDUCED,2025-04-30T22:17:57.80,,2460796.429141204
234,234.0,234.0,234.0,194.0,LDST_250430-0007_BSTAR.fit,LDST_250430,B*,LIGHT,2025-04-30T22:18:42.08,,2460796.429653704
235,235.0,235.0,235.0,343.0,reduced_M82_B*_116.fits,M82,B*,REDUCED,2025-04-30T22:18:42.08,,2460796.429653704
236,236.0,236.0,236.0,309.0,LDST_250430-0007_HALPHASTAR.fit,LDST_250430,H_alpha,LIGHT,2025-04-30T22:19:26.30,,2460796.430165509
237,237.0,237.0,237.0,492.0,reduced_M82_H_alpha_117.fits,M82,H_alpha,REDUCED,2025-04-30T22:19:26.30,,2460796.430165509
238,238.0,238.0,238.0,406.0,reduced_M82_R*_118.fits,M82,R*,REDUCED,2025-04-30T22:20:12.00,,2460796.4306944446
239,239.0,239.0,239.0,75.0,LDST_250430-0008_RSTAR.fit,LDST_250430,R*,LIGHT,2025-04-30T22:20:12.00,,2460796.4306944446
240,240.0,240.0,240.0,169.0,LDST_250430-0008_GSTAR.fit,LDST_250430,G*,LIGHT,2025-04-30T22:20:56.32,,2460796.431207408
241,241.0,241.0,241.0,42.0,reduced_M82_G*_119.fits,M82,G*,REDUCED,2025-04-30T22:20:56.32,,2460796.431207408
242,242.0,242.0,242.0,38.0,reduced_M82_B*_120.fits,M82,B*,REDUCED,2025-04-30T22:21:40.57,,2460796.43171956
243,243.0,243.0,243.0,82.0,LDST_250430-0008_BSTAR.fit,LDST_250430,B*,LIGHT,2025-04-30T22:21:40.57,,2460796.43171956
244,244.0,244.0,244.0,207.0,LDST_250430-0008_HALPHASTAR.fit,LDST_250430,H_alpha,LIGHT,2025-04-30T22:22:24.73,,2460796.4322306714
245,245.0,245.0,245.0,208.0,reduced_M82_H_alpha_121.fits,M82,H_alpha,REDUCED,2025-04-30T22:22:24.73,,2460796.4322306714
246,246.0,246.0,246.0,90.0,LDST_250430-0009_RSTAR.fit,LDST_250430,R*,LIGHT,2025-04-30T22:23:10.38,,2460796.432759028
247,247.0,247.0,247.0,166.0,reduced_M82_R*_122.fits,M82,R*,REDUCED,2025-04-30T22:23:10.38,,2460796.432759028
248,248.0,248.0,248.0,322.0,reduced_M82_G*_123.fits,M82,G*,REDUCED,2025-04-30T22:23:54.67,,2460796.433271644
249,249.0,249.0,249.0,152.0,LDST_250430-0009_GSTAR.fit,LDST_250430,G*,LIGHT,2025-04-30T22:23:54.67,,2460796.433271644
250,250.0,250.0,250.0,0.0,reduced_M82_B*_124.fits,M82,B*,REDUCED,2025-04-30T22:24:38.99,,2460796.4337846064
251,251.0,251.0,251.0,66.0,LDST_250430-0009_BSTAR.fit,LDST_250430,B*,LIGHT,2025-04-30T22:24:38.99,,2460796.4337846064
252,252.0,252.0,252.0,164.0,reduced_M82_H_alpha_125.fits,M82,H_alpha,REDUCED,2025-04-30T22:25:23.29,,2460796.434297338
253,253.0,253.0,253.0,396.0,LDST_250430-0009_HALPHASTAR.fit,LDST_250430,H_alpha,LIGHT,2025-04-30T22:25:23.29,,2460796.434297338
254,254.0,254.0,254.0,284.0,LDST_250430-0010_RSTAR.fit,LDST_250430,R*,LIGHT,2025-04-30T22:26:08.88,,2460796.434825
255,255.0,255.0,255.0,191.0,reduced_M82_R*_126.fits,M82,R*,REDUCED,2025-04-30T22:26:08.88,,2460796.434825
256,256.0,256.0,256.0,491.0,LDST_250430-0010_GSTAR.fit,LDST_250430,G*,LIGHT,2025-04-30T22:26:53.47,,2460796.435341088
257,257.0,257.0,257.0,302.0,reduced_M82_G*_127.fits,M82,G*,REDUCED,2025-04-30T22:26:53.47,,2460796.435341088
258,258.0,258.0,258.0,296.0,LDST_250430-0010_BSTAR.fit,LDST_250430,B*,LIGHT,2025-04-30T22:27:37.76,,2460796.435853704
259,259.0,259.0,259.0,127.0,reduced_M82_B*_128.fits,M82,B*,REDUCED,2025-04-30T22:27:37.76,,2460796.435853704
260,260.0,260.0,260.0,247.0,reduced_M82_H_alpha_129.fits,M82,H_alpha,REDUCED,2025-04-30T22:28:21.87,,2460796.4363642363
261,261.0,261.0,261.0,349.0,LDST_250430-0010_HALPHASTAR.fit,LDST_250430,H_alpha,LIGHT,2025-04-30T22:28:21.87,,2460796.4363642363
262,262.0,262.0,262.0,303.0,LDST_250430-0011_RSTAR.fit,LDST_250430,R*,LIGHT,2025-04-30T22:29:07.54,,2460796.436892824
263,263.0,263.0,263.0,359.0,reduced_M82_R*_130.fits,M82,R*,REDUCED,2025-04-30T22:29:07.54,,2460796.436892824
264,264.0,264.0,264.0,481.0,LDST_250430-0011_GSTAR.fit,LDST_250430,G*,LIGHT,2025-04-30T22:29:51.91,,2460796.4374063658
265,265.0,265.0,265.0,258.0,reduced_M82_G*_131.fits,M82,G*,REDUCED,2025-04-30T22:29:51.91,,2460796.4374063658
266,266.0,266.0,266.0,503.0,reduced_M82_B*_132.fits,M82,B*,REDUCED,2025-04-30T22:30:36.17,,2460796.437918634
267,267.0,267.0,267.0,273.0,LDST_250430-0011_BSTAR.fit,LDST_250430,B*,LIGHT,2025-04-30T22:30:36.17,,2460796.437918634
268,268.0,268.0,268.0,394.0,reduced_M82_H_alpha_133.fits,M82,H_alpha,REDUCED,2025-04-30T22:31:20.29,,2460796.4384292825
269,269.0,269.0,269.0,157.0,LDST_250430-0011_HALPHASTAR.fit,LDST_250430,H_alpha,LIGHT,2025-04-30T22:31:20.29,,2460796.4384292825
270,270.0,270.0,270.0,462.0,registered_M82_R*_268.fits,M82,R*,REGISTERED,2025-04-30T22:36:04.05,,2460796.4417135417
271,271.0,271.0,271.0,198.0,LDST_250430-0012_R.fit,LDST_250430,R*,LIGHT,2025-04-30T22:36:04.05,,2460796.4417135417
272,272.0,272.0,272.0,388.0,reduced_M82_R*_134.fits,M82,R*,REDUCED,2025-04-30T22:36:04.05,,2460796.4417135417
273,273.0,273.0,273.0,13.0,registered_M82_G*_269.fits,M82,G*,REGISTERED,2025-04-30T22:37:08.35,,2460796.4424577546
274,274.0,274.0,274.0,237.0,reduced_M82_G*_135.fits,M82,G*,REDUCED,2025-04-30T22:37:08.35,,2460796.4424577546
275,275.0,275.0,275.0,156.0,LDST_250430-0012_G.fit,LDST_250430,G*,LIGHT,2025-04-30T22:37:08.35,,2460796.4424577546
276,276.0,276.0,276.0,165.0,registered_M82_B*_270.fits,M82,B*,REGISTERED,2025-04-30T22:38:12.68,,2460796.443202315
277,277.0,277.0,277.0,468.0,reduced_M82_B*_136.fits,M82,B*,REDUCED,2025-04-30T22:38:12.68,,2460796.443202315
278,278.0,278.0,278.0,507.0,LDST_250430-0012_B.fit,LDST_250430,B*,LIGHT,2025-04-30T22:38:12.68,,2460796.443202315
279,279.0,279.0,279.0,60.0,LDST_250430-0012_HALPHA.fit,LDST_250430,H_alpha,LIGHT,2025-04-30T22:39:16.77,,2460796.443944097
280,280.0,280.0,280.0,352.0,reduced_M82_H_alpha_137.fits,M82,H_alpha,REDUCED,2025-04-30T22:39:16.77,,2460796.443944097
281,281.0,281.0,281.0,422.0,registered_M82_H_alpha_271.fits,M82,H_alpha,REGISTERED,2025-04-30T22:39:16.77,,2460796.443944097
282,282.0,282.0,282.0,257.0,LDST_250430-0013_R.fit,LDST_250430,R*,LIGHT,2025-04-30T22:40:22.43,,2460796.444704051
283,283.0,283.0,283.0,41.0,registered_M82_R*_272.fits,M82,R*,REGISTERED,2025-04-30T22:40:22.43,,2460796.444704051
284,284.0,284.0,284.0,285.0,reduced_M82_R*_138.fits,M82,R*,REDUCED,2025-04-30T22:40:22.43,,2460796.444704051
285,285.0,285.0,285.0,173.0,reduced_M82_G*_139.fits,M82,G*,REDUCED,2025-04-30T22:41:26.59,,2460796.4454466435
286,286.0,286.0,286.0,407.0,registered_M82_G*_273.fits,M82,G*,REGISTERED,2025-04-30T22:41:26.59,,2460796.4454466435
287,287.0,287.0,287.0,232.0,LDST_250430-0013_G.fit,LDST_250430,G*,LIGHT,2025-04-30T22:41:26.59,,2460796.4454466435
288,288.0,288.0,288.0,459.0,reduced_M82_B*_140.fits,M82,B*,REDUCED,2025-04-30T22:42:30.80,,2460796.4461898147
289,289.0,289.0,289.0,189.0,registered_M82_B*_274.fits,M82,B*,REGISTERED,2025-04-30T22:42:30.80,,2460796.4461898147
290,290.0,290.0,290.0,452.0,LDST_250430-0013_B.fit,LDST_250430,B*,LIGHT,2025-04-30T22:42:30.80,,2460796.4461898147
291,291.0,291.0,291.0,307.0,reduced_M82_H_alpha_141.fits,M82,H_alpha,REDUCED,2025-04-30T22:43:34.92,,2460796.446931944
292,292.0,292.0,292.0,460.0,registered_M82_H_alpha_275.fits,M82,H_alpha,REGISTERED,2025-04-30T22:43:34.92,,2460796.446931944
293,293.0,293.0,293.0,428.0,LDST_250430-0013_HALPHA.fit,LDST_250430,H_alpha,LIGHT,2025-04-30T22:43:34.92,,2460796.446931944
294,294.0,294.0,294.0,314.0,LDST_250430-0014_R.fit,LDST_250430,R*,LIGHT,2025-04-30T22:44:40.53,,2460796.4476913195
295,295.0,295.0,295.0,276.0,reduced_M82_R*_142.fits,M82,R*,REDUCED,2025-04-30T22:44:40.53,,2460796.4476913195
296,296.0,296.0,296.0,1.0,registered_M82_R*_276.fits,M82,R*,REGISTERED,2025-04-30T22:44:40.53,,2460796.4476913195
297,297.0,297.0,297.0,450.0,registered_M82_G*_277.fits,M82,G*,REGISTERED,2025-04-30T22:45:44.79,,2460796.448435069
298,298.0,298.0,298.0,182.0,reduced_M82_G*_143.fits,M82,G*,REDUCED,2025-04-30T22:45:44.79,,2460796.448435069
299,299.0,299.0,299.0,292.0,LDST_250430-0014_G.fit,LDST_250430,G*,LIGHT,2025-04-30T22:45:44.79,,2460796.448435069
300,300.0,300.0,300.0,220.0,registered_M82_B*_278.fits,M82,B*,REGISTERED,2025-04-30T22:46:49.15,,2460796.4491799767
301,301.0,301.0,301.0,117.0,LDST_250430-0014_B.fit,LDST_250430,B*,LIGHT,2025-04-30T22:46:49.15,,2460796.4491799767
302,302.0,302.0,302.0,435.0,reduced_M82_B*_144.fits,M82,B*,REDUCED,2025-04-30T22:46:49.15,,2460796.4491799767
303,303.0,303.0,303.0,470.0,registered_M82_H_alpha_279.fits,M82,H_alpha,REGISTERED,2025-04-30T22:47:53.30,,2460796.4499224536
304,304.0,304.0,304.0,525.0,LDST_250430-0014_HALPHA.fit,LDST_250430,H_alpha,LIGHT,2025-04-30T22:47:53.30,,2460796.4499224536
305,305.0,305.0,305.0,290.0,reduced_M82_H_alpha_145.fits,M82,H_alpha,REDUCED,2025-04-30T22:47:53.30,,2460796.4499224536
306,306.0,306.0,306.0,317.0,reduced_M82_R*_146.fits,M82,R*,REDUCED,2025-04-30T22:48:58.83,,2460796.4506809027
307,307.0,307.0,307.0,397.0,registered_M82_R*_280.fits,M82,R*,REGISTERED,2025-04-30T22:48:58.83,,2460796.4506809027
308,308.0,308.0,308.0,383.0,LDST_250430-0015_R.fit,LDST_250430,R*,LIGHT,2025-04-30T22:48:58.83,,2460796.4506809027
309,309.0,309.0,309.0,143.0,reduced_M82_G*_147.fits,M82,G*,REDUCED,2025-04-30T22:50:03.07,,2460796.4514244213
310,310.0,310.0,310.0,344.0,LDST_250430-0015_G.fit,LDST_250430,G*,LIGHT,2025-04-30T22:50:03.07,,2460796.4514244213
311,311.0,311.0,311.0,233.0,registered_M82_G*_281.fits,M82,G*,REGISTERED,2025-04-30T22:50:03.07,,2460796.4514244213
312,312.0,312.0,312.0,53.0,LDST_250430-0015_B.fit,LDST_250430,B*,LIGHT,2025-04-30T22:51:07.35,,2460796.4521684027
313,313.0,313.0,313.0,478.0,registered_M82_B*_282.fits,M82,B*,REGISTERED,2025-04-30T22:51:07.35,,2460796.4521684027
314,314.0,314.0,314.0,497.0,reduced_M82_B*_148.fits,M82,B*,REDUCED,2025-04-30T22:51:07.35,,2460796.4521684027
315,315.0,315.0,315.0,387.0,reduced_M82_H_alpha_149.fits,M82,H_alpha,REDUCED,2025-04-30T22:52:11.43,,2460796.4529100694
316,316.0,316.0,316.0,211.0,registered_M82_H_alpha_283.fits,M82,H_alpha,REGISTERED,2025-04-30T22:52:11.43,,2460796.4529100694
317,317.0,317.0,317.0,34.0,LDST_250430-0015_HALPHA.fit,LDST_250430,H_alpha,LIGHT,2025-04-30T22:52:11.43,,2460796.4529100694
318,318.0,318.0,318.0,215.0,reduced_M82_R*_150.fits,M82,R*,REDUCED,2025-04-30T22:53:17.03,,2460796.4536693287
319,319.0,319.0,319.0,354.0,registered_M82_R*_284.fits,M82,R*,REGISTERED,2025-04-30T22:53:17.03,,2460796.4536693287
320,320.0,320.0,320.0,438.0,LDST_250430-0016_R.fit,LDST_250430,R*,LIGHT,2025-04-30T22:53:17.03,,2460796.4536693287
321,321.0,321.0,321.0,268.0,registered_M82_G*_285.fits,M82,G*,REGISTERED,2025-04-30T22:54:21.28,,2460796.454412963
322,322.0,322.0,322.0,409.0,LDST_250430-0016_G.fit,LDST_250430,G*,LIGHT,2025-04-30T22:54:21.28,,2460796.454412963
323,323.0,323.0,323.0,379.0,reduced_M82_G*_151.fits,M82,G*,REDUCED,2025-04-30T22:54:21.28,,2460796.454412963
324,324.0,324.0,324.0,499.0,registered_M82_B*_286.fits,M82,B*,REGISTERED,2025-04-30T22:55:25.57,,2460796.45515706
325,325.0,325.0,325.0,261.0,LDST_250430-0016_B.fit,LDST_250430,B*,LIGHT,2025-04-30T22:55:25.57,,2460796.45515706
326,326.0,326.0,326.0,119.0,reduced_M82_B*_152.fits,M82,B*,REDUCED,2025-04-30T22:55:25.57,,2460796.45515706
327,327.0,327.0,327.0,248.0,registered_M82_H_alpha_287.fits,M82,H_alpha,REGISTERED,2025-04-30T22:56:29.60,,2460796.455898148
328,328.0,328.0,328.0,241.0,reduced_M82_H_alpha_153.fits,M82,H_alpha,REDUCED,2025-04-30T22:56:29.60,,2460796.455898148
329,329.0,329.0,329.0,375.0,LDST_250430-0016_HALPHA.fit,LDST_250430,H_alpha,LIGHT,2025-04-30T22:56:29.60,,2460796.455898148
330,330.0,330.0,330.0,496.0,LDST_250430-0017_R.fit,LDST_250430,R*,LIGHT,2025-04-30T22:58:24.02,,2460796.457222454
331,331.0,331.0,331.0,315.0,registered_M82_R*_288.fits,M82,R*,REGISTERED,2025-04-30T22:58:24.02,,2460796.457222454
